,0
811,Grim Scale of Brawny Bits
812,Grotesque Bazu Head Fetish
813,Haelgord's Talisman
814,Halo of the Enlightened
815,Happy Memento
816,Hardened Destiny
817,Hardened Steel Balance Gear
818,Head of Grohim the Mighty
819,Heart Claw
820,Heavy Echoing Stone Tear
821,Heavy Glowing Stone Tear
822,Heavy Resonating Stone Tear
823,Heavy Stone Tear
824,Heroic Jewel of the Self
825,Heroic Jewel of the Self
826,Heroic Jewel of the Self
827,Heroic Protective Scales
828,Heroic Protective Scales
829,Heroic Protective Scales
830,Heroic Protective Scales
831,Heroic Protective Scales
832,Heroic Seal of the Adventurer
833,Herrdar's Prized Compendium
834,Hester's Treasure Map
835,Hexed Totem
836,Hidden Secrets in a Bottle
837,Hollow Acrylia Obelisk
838,Horrific Shrunken Head
839,Hotof's Gem
840,Ice Encrusted Charm of Brilliance
841,Ice Encrusted Charm of Security
842,Ice Encrusted Charm of Vigor
843,Ice-Striated Iron Orb
844,Icebound Trinket of Agony
845,Icy Barrier of the Loresinger
846,Icy Orb of Tranquility
847,Icy Riftshard
848,Idol of Fear
849,Idol of the Juggler
850,Illdaera's Tear
851,Imperfect Eye Stone
852,Impetuous Marble
853,Initiate's Brooch of the Arcane
854,Initiate's Brooch of the Corrupt
855,Initiate's Brooch of the Darkened
856,Initiate's Brooch of the Robust
857,Initiate's Brooch of the Stalwart
858,Initiate's Brooch of the Stealthy
859,Inscrutable Talisman
860,Inspector's Trinket
861,Intricate Charm of Derived Adaptation
862,Intricate Charm of Derived Audacity
863,Intricate Charm of Derived Conviction
864,Intricate Charm of Derived Corruption
865,Intricate Charm of Derived Diversity
866,Intricate Charm of Derived Endurance
867,Intricate Charm of Derived Erudition
868,Intricate Charm of Derived Ferocity
869,Intricate Charm of Derived Force
870,Intricate Charm of Derived Foundation
871,Intricate Charm of Derived Invention
872,Intricate Charm of Derived Power
873,Intricate Charm of Derived Purpose
874,Intricate Charm of Derived Refinement
875,Intricate Charm of Derived Tenacity
876,Intricate Charm of Derived Tradition
877,Intricate Charm of Mental Conviction
878,Intricate Charm of Mental Corruption
879,Intricate Charm of Mental Diversity
880,Intricate Charm of Mental Erudition
881,Intricate Charm of Mental Ferocity
882,Intricate Charm of Mental Invention
883,Intricate Charm of Mental Tenacity
884,Intricate Charm of Mental Tradition
885,Intricate Charm of Physical Adaptation
886,Intricate Charm of Physical Audacity
887,Intricate Charm of Physical Conviction
888,Intricate Charm of Physical Corruption
889,Intricate Charm of Physical Diversity
890,Intricate Charm of Physical Endurance
891,Intricate Charm of Physical Ferocity
892,Intricate Charm of Physical Force
893,Intricate Charm of Physical Foundation
894,Intricate Charm of Physical Invention
895,Intricate Charm of Physical Power
896,Intricate Charm of Physical Purpose
897,Intricate Charm of Physical Refinement
898,Intricate Charm of Physical Tenacity
899,Intricate Charm of Spiritual Adaptation
900,Intricate Charm of Spiritual Audacity
901,Intricate Charm of Spiritual Conviction
902,Intricate Charm of Spiritual Corruption
903,Intricate Charm of Spiritual Diversity
904,Intricate Charm of Spiritual Endurance
905,Intricate Charm of Spiritual Erudition
906,Intricate Charm of Spiritual Ferocity
907,Intricate Charm of Spiritual Force
908,Intricate Charm of Spiritual Foundation
909,Intricate Charm of Spiritual Invention
910,Intricate Charm of Spiritual Power
911,Intricate Charm of Spiritual Purpose
912,Intricate Charm of Spiritual Refinement
913,Intricate Charm of Spiritual Tenacity
914,Intricate Charm of Spiritual Tradition
915,Intricate Consigned Charm
916,Intricate Defiant Charm
917,Intricate Wooden Figurine
918,Intricate Wooden Figurine
919,Intricate Wooden Figurine
920,Intricate Wooden Figurine
921,Intricate Wooden Figurine
922,Intricate Wooden Figurine
923,Intricate Wooden Figurine
924,Intricate Wooden Figurine
925,Intricate Wooden Figurine
926,Intricate Wooden Figurine
927,Intricate Wooden Figurine
928,Intricate Wooden Figurine
929,Intricate Wooden Figurine
930,Intricate Wooden Figurine
931,Intricate Wooden Figurine
932,Intricate Wooden Figurine
933,Intricately Runed Genati Fragment
934,Ioulin's Warrant
935,Irae Faycite Shard: Abhorrent Bargain
936,Irae Faycite Shard: Abolish the Divergent
937,Irae Faycite Shard: Abolish the Undead
938,Irae Faycite Shard: Abrogate the Undead
939,Irae Faycite Shard: Admonish
940,Irae Faycite Shard: All Vortices
941,Irae Faycite Shard: Anabatic Roar
942,Irae Faycite Shard: Angering Shot
943,Irae Faycite Shard: Annihilate the Aberrant
944,Irae Faycite Shard: Annihilate the Aberrant
945,Irae Faycite Shard: Annihilate the Anomalous
946,Irae Faycite Shard: Annihilate the Anomalous
947,Irae Faycite Shard: Annihilate the Divergent
948,Irae Faycite Shard: Annihilate the Divergent
949,Irae Faycite Shard: Annihilation
950,Irae Faycite Shard: Arachne's Pallid Haze
951,Irae Faycite Shard: Arcane Assault
952,Irae Faycite Shard: Argendev's Venom
953,Irae Faycite Shard: Asp Blade Strike
954,Irae Faycite Shard: Asp Blood
955,Irae Faycite Shard: Assert for Blood
956,Irae Faycite Shard: Beam of Brimstone
957,Irae Faycite Shard: Beam of Molten Komatiite
958,Irae Faycite Shard: Beam of Molten Rhyolite
959,Irae Faycite Shard: Beam of Molten Scoria
960,Irae Faycite Shard: Beam of Molten Shieldstone
961,Irae Faycite Shard: Beam of Molten Steel
962,Irae Faycite Shard: Beam of Rhyolite
963,Irae Faycite Shard: Beastwood Ash
964,Irae Faycite Shard: Beetle Swarm
965,Irae Faycite Shard: Benediction
966,Irae Faycite Shard: Beramos' Maelstrom
967,Irae Faycite Shard: Binaesa Blood
968,Irae Faycite Shard: Binaesa Venom
969,Irae Faycite Shard: Bite of the Blightwolf
970,Irae Faycite Shard: Bite of the Borrower
971,Irae Faycite Shard: Bite of the Brownie
972,Irae Faycite Shard: Bite of the Grendlaen
973,Irae Faycite Shard: Bite of the Ukun
974,Irae Faycite Shard: Bite of the Vitrik
975,Irae Faycite Shard: Biting Wind
976,Irae Faycite Shard: Bitter Wind
977,Irae Faycite Shard: Blackwater Bite
978,Irae Faycite Shard: Blazing Sands
979,Irae Faycite Shard: Blazing Shadow
980,Irae Faycite Shard: Blighted Venin
981,Irae Faycite Shard: Blisterbeetle Swarm
982,Irae Faycite Shard: Blistering Sands
983,Irae Faycite Shard: Blistering Shadow
984,Irae Faycite Shard: Blood of Bonemaw
985,Irae Faycite Shard: Blood of Drakus
986,Irae Faycite Shard: Blood of Ikatiar
987,Irae Faycite Shard: Blood of Jaled'Dar
988,Irae Faycite Shard: Blood of Kerafyrm
989,Irae Faycite Shard: Blood of Laarthik
990,Irae Faycite Shard: Blood of Malthiasiss
991,Irae Faycite Shard: Blood of Ralstok
992,Irae Faycite Shard: Blood of the Blackwater
993,Irae Faycite Shard: Bloodmaw's Bite
994,Irae Faycite Shard: Bolt of Molten Dross
995,Irae Faycite Shard: Bolt of Molten Komatiite
996,Irae Faycite Shard: Bolt of Molten Magma
997,Irae Faycite Shard: Bolt of Molten Scoria
998,Irae Faycite Shard: Bolt of Molten Shieldstone
999,Irae Faycite Shard: Bolt of Molten Steel
1000,Irae Faycite Shard: Bolt of Rhyolite
1001,Irae Faycite Shard: Bolt of Skyfire
1002,Irae Faycite Shard: Bomoda's Pallid Haze
1003,Irae Faycite Shard: Bond of Bonemaw
1004,Irae Faycite Shard: Bond of Korum
1005,Irae Faycite Shard: Bond of Laarthik
1006,Irae Faycite Shard: Bond of Malthiasiss
1007,Irae Faycite Shard: Bond of Ralstok
1008,Irae Faycite Shard: Bond of Vulak
1009,Irae Faycite Shard: Bond of Xalgoz
1010,Irae Faycite Shard: Bond of the Blackwater
1011,Irae Faycite Shard: Bonecrawler Swarm
1012,Irae Faycite Shard: Bonemaw's Bite
1013,Irae Faycite Shard: Brainfreeze Strike
1014,Irae Faycite Shard: Brilliant Exculpation
1015,Irae Faycite Shard: Brilliant Exoneration
1016,Irae Faycite Shard: Brilliant Vindication
1017,Irae Faycite Shard: Broiling Sands
1018,Irae Faycite Shard: Broiling Shadow
1019,Irae Faycite Shard: Brutal Axe Throw
1020,Irae Faycite Shard: Burn Bones
1021,Irae Faycite Shard: Burning Ash
1022,Irae Faycite Shard: Burning Sands
1023,Irae Faycite Shard: Burning Shadow
1024,Irae Faycite Shard: Burst of Sand
1025,Irae Faycite Shard: Castigation
1026,Irae Faycite Shard: Cataclysm Ash
1027,Irae Faycite Shard: Censure
1028,Irae Faycite Shard: Chaos Blaze
1029,Irae Faycite Shard: Chaos Burn
1030,Irae Faycite Shard: Chaos Char
1031,Irae Faycite Shard: Chaos Combustion
1032,Irae Faycite Shard: Chaos Conflagration
1033,Irae Faycite Shard: Chaos Incandescence
1034,Irae Faycite Shard: Chaos Inferno
1035,Irae Faycite Shard: Chaos Scintillation
1036,Irae Faycite Shard: Chaotic Inferno
1037,Irae Faycite Shard: Chaotic Pyroclasm
1038,Irae Faycite Shard: Char Bones
1039,Irae Faycite Shard: Chill of the Arbor Tender
1040,Irae Faycite Shard: Chill of the Copsetender
1041,Irae Faycite Shard: Chill of the Natureward
1042,Irae Faycite Shard: Chill of the Visionary
1043,Irae Faycite Shard: Chill of the Wildtender
1044,Irae Faycite Shard: Chromabash
1045,Irae Faycite Shard: Chromaburst
1046,Irae Faycite Shard: Chromaclash
1047,Irae Faycite Shard: Chromacleave
1048,Irae Faycite Shard: Chromacrush
1049,Irae Faycite Shard: Chromaflare
1050,Irae Faycite Shard: Chromareave
1051,Irae Faycite Shard: Chromarend
1052,Irae Faycite Shard: Chromarift
1053,Irae Faycite Shard: Chromaruin
1054,Irae Faycite Shard: Chromashock
1055,Irae Faycite Shard: Chromassail
1056,Irae Faycite Shard: Chromassault
1057,Irae Faycite Shard: Chromatic Blink
1058,Irae Faycite Shard: Chromatic Flash
1059,Irae Faycite Shard: Chromatic Flicker
1060,Irae Faycite Shard: Chromatic Percussion
1061,Irae Faycite Shard: Chromatic Stab
1062,Irae Faycite Shard: Circle of Flame
1063,Irae Faycite Shard: Clash of Many
1064,Irae Faycite Shard: Claw of Gorenaire
1065,Irae Faycite Shard: Claw of Gozzrem
1066,Irae Faycite Shard: Claw of Selig
1067,Irae Faycite Shard: Claw of Travenro
1068,Irae Faycite Shard: Claw of the Abyss
1069,Irae Faycite Shard: Claw of the Ashwing
1070,Irae Faycite Shard: Claw of the Oceanlord
1071,Irae Faycite Shard: Cloudburst Bolts
1072,Irae Faycite Shard: Cloudburst Levin
1073,Irae Faycite Shard: Cloudburst Storm
1074,Irae Faycite Shard: Cloudburst Stormbolt
1075,Irae Faycite Shard: Cloudburst Stormstrike
1076,Irae Faycite Shard: Cloudburst Tempest
1077,Irae Faycite Shard: Cloudburst Thunderbolt
1078,Irae Faycite Shard: Cloudburst Thunderbolt
1079,Irae Faycite Shard: Coldburst
1080,Irae Faycite Shard: Combust Bones
1081,Irae Faycite Shard: Compel for Blood
1082,Irae Faycite Shard: Consecration
1083,Irae Faycite Shard: Constrict
1084,Irae Faycite Shard: Consume Essence
1085,Irae Faycite Shard: Cortexfreeze
1086,Irae Faycite Shard: Coruscate Bones
1087,Irae Faycite Shard: Coruscating Shadow
1088,Irae Faycite Shard: Crush of E'Ci
1089,Irae Faycite Shard: Crush of Povar
1090,Irae Faycite Shard: Crush of Restless Ice
1091,Irae Faycite Shard: Crush of Tarew
1092,Irae Faycite Shard: Crush of Tides
1093,Irae Faycite Shard: Crush of the Darkened Sea
1094,Irae Faycite Shard: Crush of the Grotto
1095,Irae Faycite Shard: Crush of the Iceclad
1096,Irae Faycite Shard: Crush of the Timorous Deep
1097,Irae Faycite Shard: Crystal Crawler Venom
1098,Irae Faycite Shard: Cyclonic Roar
1099,Irae Faycite Shard: Cytotoxic Wounds
1100,Irae Faycite Shard: Danvid's Decay
1101,Irae Faycite Shard: Deceitful Blight
1102,Irae Faycite Shard: Demolishing Axe Throw
1103,Irae Faycite Shard: Denon's Dirge of Devastation
1104,Irae Faycite Shard: Denon's Dirge of Discord
1105,Irae Faycite Shard: Denon's Dirge of Disruption
1106,Irae Faycite Shard: Dire Accusation
1107,Irae Faycite Shard: Dire Allegation
1108,Irae Faycite Shard: Dire Declaration
1109,Irae Faycite Shard: Dire Indictment
1110,Irae Faycite Shard: Dire Insinuation
1111,Irae Faycite Shard: Dire Testimony
1112,Irae Faycite Shard: Direfang's Bite
1113,Irae Faycite Shard: Dissolution
1114,Irae Faycite Shard: Distasteful Bargain
1115,Irae Faycite Shard: Divine Censure
1116,Irae Faycite Shard: Doom
1117,Irae Faycite Shard: Drachnid Blade Strike
1118,Irae Faycite Shard: Dracnia's Pallid Haze
1119,Irae Faycite Shard: Draw Essence
1120,Irae Faycite Shard: Dreadbeetle Swarm
1121,Irae Faycite Shard: Drown
1122,Irae Faycite Shard: Dunkelnacht Orb
1123,Irae Faycite Shard: Duplicitous Blight
1124,Irae Faycite Shard: Edoth's Chill
1125,Irae Faycite Shard: Effluvium
1126,Irae Faycite Shard: Ekron's Chill
1127,Irae Faycite Shard: Elegy
1128,Irae Faycite Shard: Elkikatar's Endemic
1129,Irae Faycite Shard: Elsrop's Malady
1130,Irae Faycite Shard: Endaroky's Chill
1131,Irae Faycite Shard: Energetic Axe Throw
1132,Irae Faycite Shard: Enraging Shot
1133,Irae Faycite Shard: Equinox Brand
1134,Irae Faycite Shard: Eradicate the Undead
1135,Irae Faycite Shard: Eradicate the Unnatural
1136,Irae Faycite Shard: Eranon's Decay
1137,Irae Faycite Shard: Erogo's Curse
1138,Irae Faycite Shard: Ethereal Blaze
1139,Irae Faycite Shard: Ethereal Brand
1140,Irae Faycite Shard: Ethereal Burn
1141,Irae Faycite Shard: Ethereal Empowerment
1142,Irae Faycite Shard: Ethereal Enhancement
1143,Irae Faycite Shard: Ethereal Incandescence
1144,Irae Faycite Shard: Ethereal Skyblaze
1145,Irae Faycite Shard: Ethereal Skyfire
1146,Irae Faycite Shard: Eulogy
1147,Irae Faycite Shard: Evil Eye
1148,Irae Faycite Shard: Exigency for Blood
1149,Irae Faycite Shard: Exterminate the Unnatural
1150,Irae Faycite Shard: Falhotep's Affliction
1151,Irae Faycite Shard: Falhotep's Rain of Venom
1152,Irae Faycite Shard: Fellid's Pallid Haze
1153,Irae Faycite Shard: Fever Surge
1154,Irae Faycite Shard: Fickle Blaze
1155,Irae Faycite Shard: Fickle Conflagration
1156,Irae Faycite Shard: Fickle Flames
1157,Irae Faycite Shard: Fickle Flare
1158,Irae Faycite Shard: Fickle Magma
1159,Irae Faycite Shard: Fickle Pyroclasm
1160,Irae Faycite Shard: Finsternacht Orb
1161,Irae Faycite Shard: Fjilnauk's Insult
1162,Irae Faycite Shard: Flamelocked Pillar
1163,Irae Faycite Shard: Flashfreeze and Flashsear
1164,Irae Faycite Shard: Flashfrost
1165,Irae Faycite Shard: Flashrime
1166,Irae Faycite Shard: Folasar's Decay
1167,Irae Faycite Shard: Freezing and Flashpyre
1168,Irae Faycite Shard: Frigid Lance
1169,Irae Faycite Shard: Frigid Lure
1170,Irae Faycite Shard: Frigid Wind
1171,Irae Faycite Shard: Frost Snap
1172,Irae Faycite Shard: Frostbite Lance
1173,Irae Faycite Shard: Frostbite Pillar
1174,Irae Faycite Shard: Frostbite Roar
1175,Irae Faycite Shard: Frosthowl Chill
1176,Irae Faycite Shard: Frostreave Chill
1177,Irae Faycite Shard: Frostrift Lance
1178,Irae Faycite Shard: Frozen Carbomate
1179,Irae Faycite Shard: Frozen Cyanin
1180,Irae Faycite Shard: Frozen Malignance
1181,Irae Faycite Shard: Frozen Miasma
1182,Irae Faycite Shard: Frozen Pillar
1183,Irae Faycite Shard: Frozen Toxin
1184,Irae Faycite Shard: Frozen Wind
1185,Irae Faycite Shard: Galvanic Ash
1186,Irae Faycite Shard: Garugaru
1187,Irae Faycite Shard: Gash
1188,Irae Faycite Shard: Gelid and Flashblaze
1189,Irae Faycite Shard: Glacial Claw
1190,Irae Faycite Shard: Glacial Lance
1191,Irae Faycite Shard: Glistenwing Blood
1192,Irae Faycite Shard: Glistenwing Venom
1193,Irae Faycite Shard: Glorious Exculpation
1194,Irae Faycite Shard: Glorious Expurgation
1195,Irae Faycite Shard: Gorgon Spear
1196,Irae Faycite Shard: Grip of Jabaum
1197,Irae Faycite Shard: Grip of Kraz
1198,Irae Faycite Shard: Grip of Zalikor
1199,Irae Faycite Shard: Grip of Zargo
1200,Irae Faycite Shard: Grip of Zorglim
1201,Irae Faycite Shard: Hack
1202,Irae Faycite Shard: Hailstorm
1203,Irae Faycite Shard: Halstor's Pallid Haze
1204,Irae Faycite Shard: Harvesting Inferno
1205,Irae Faycite Shard: Hateful Bargain
1206,Irae Faycite Shard: Heartcarve
1207,Irae Faycite Shard: Heartcleave
1208,Irae Faycite Shard: Heartsplit
1209,Irae Faycite Shard: Heartsunder
1210,Irae Faycite Shard: Heliacal Embers
1211,Irae Faycite Shard: Heliacal Eruption
1212,Irae Faycite Shard: Heliacal Fire
1213,Irae Faycite Shard: Heliacal Flare
1214,Irae Faycite Shard: Heliacal Pyre
1215,Irae Faycite Shard: Hemocoraxius' Endemic
1216,Irae Faycite Shard: Hemorrhage Essence
1217,Irae Faycite Shard: Hex
1218,Irae Faycite Shard: Hiqork's Spear of Venom
1219,Irae Faycite Shard: Hoarfrost Cascade
1220,Irae Faycite Shard: Hoodoo
1221,Irae Faycite Shard: Horde of Aculeids
1222,Irae Faycite Shard: Horde of Fireants
1223,Irae Faycite Shard: Horde of Hyperboreads
1224,Irae Faycite Shard: Horde of Mutillids
1225,Irae Faycite Shard: Horde of Polybiads
1226,Irae Faycite Shard: Horde of Scoriae
1227,Irae Faycite Shard: Horde of Vespids
1228,Irae Faycite Shard: Horde of the Hive
1229,Irae Faycite Shard: Hornet Swarm
1230,Irae Faycite Shard: Hoshkar's Fang
1231,Irae Faycite Shard: Hoshkar's Malady
1232,Irae Faycite Shard: Hykast's Insult
1233,Irae Faycite Shard: Ice Burrower Swarm
1234,Irae Faycite Shard: Ice Burst
1235,Irae Faycite Shard: Ice Floe
1236,Irae Faycite Shard: Ice Mass
1237,Irae Faycite Shard: Ice Salvo
1238,Irae Faycite Shard: Ice Shards
1239,Irae Faycite Shard: Ice Sheet
1240,Irae Faycite Shard: Ice Squall
1241,Irae Faycite Shard: Icefloe Cascade
1242,Irae Faycite Shard: Icerend Chill
1243,Irae Faycite Shard: Ignite Intellect
1244,Irae Faycite Shard: Ignite Memories
1245,Irae Faycite Shard: Ignite Potential
1246,Irae Faycite Shard: Ignite Synapses
1247,Irae Faycite Shard: Ignite Thoughts
1248,Irae Faycite Shard: Ikaav Blood
1249,Irae Faycite Shard: Ikatiar's Blood
1250,Irae Faycite Shard: Impel for Blood
1251,Irae Faycite Shard: Impose for Blood
1252,Irae Faycite Shard: Incinerating Sands
1253,Irae Faycite Shard: Inevitable End
1254,Irae Faycite Shard: Infuriating Shot
1255,Irae Faycite Shard: Inizen's and Glacial Collapse
1256,Irae Faycite Shard: Injunction
1257,Irae Faycite Shard: Ivrikdal's Pallid Haze
1258,Irae Faycite Shard: Jagged Torrent
1259,Irae Faycite Shard: Jinx
1260,Irae Faycite Shard: Jolt of Many
1261,Irae Faycite Shard: Justice
1262,Irae Faycite Shard: Kaficus' Insult
1263,Irae Faycite Shard: Katabatic Roar
1264,Irae Faycite Shard: Kirchen's Chill
1265,Irae Faycite Shard: Klixcxyk's and Icesheet Casc.
1266,Irae Faycite Shard: Korum's Bite
1267,Irae Faycite Shard: Kreig's Bite
1268,Irae Faycite Shard: Kromrif Lance
1269,Irae Faycite Shard: Kromrif Roar
1270,Irae Faycite Shard: Kromtus Lance
1271,Irae Faycite Shard: Kromtus Roar
1272,Irae Faycite Shard: Laarthik's Bite
1273,Irae Faycite Shard: Lacerate
1274,Irae Faycite Shard: Laudation
1275,Irae Faycite Shard: Lightning Helix
1276,Irae Faycite Shard: Lightning Roar
1277,Irae Faycite Shard: Lightning Squall
1278,Irae Faycite Shard: Lightning Storm
1279,Irae Faycite Shard: Lightning Swarm
1280,Irae Faycite Shard: Lightning Tempest
1281,Irae Faycite Shard: Liquefaction
1282,Irae Faycite Shard: Lithara's and Glacial Cascade
1283,Irae Faycite Shard: Livianus' Decay
1284,Irae Faycite Shard: Livio's Affliction
1285,Irae Faycite Shard: Lunar Chill
1286,Irae Faycite Shard: Lure Burn
1287,Irae Faycite Shard: Lure Empowerment
1288,Irae Faycite Shard: Lure Enhancement
1289,Irae Faycite Shard: Lure of Restless Ice
1290,Irae Faycite Shard: Lure of Travenro
1291,Irae Faycite Shard: Lure of the Depths
1292,Irae Faycite Shard: Lure of the Wastes
1293,Irae Faycite Shard: Lyrin's Insult
1294,Irae Faycite Shard: Magmalisk's Burning Call
1295,Irae Faycite Shard: Malarian Spear
1296,Irae Faycite Shard: Malthiasiss's Bite
1297,Irae Faycite Shard: Malvus's Malady
1298,Irae Faycite Shard: Mangling Axe Throw
1299,Irae Faycite Shard: Marlek's Curse
1300,Irae Faycite Shard: Mawmun's Bite
1301,Irae Faycite Shard: Mawmun's Bite
1302,Irae Faycite Shard: Megrima's Decay
1303,Irae Faycite Shard: Miasma
1304,Irae Faycite Shard: Mind Coil
1305,Irae Faycite Shard: Mind Helix
1306,Irae Faycite Shard: Mind Oscillate
1307,Irae Faycite Shard: Mind Spiral
1308,Irae Faycite Shard: Mind Squall
1309,Irae Faycite Shard: Mind Storm
1310,Irae Faycite Shard: Mind Tempest
1311,Irae Faycite Shard: Mind Twist
1312,Irae Faycite Shard: Mindcleave
1313,Irae Faycite Shard: Mindfreeze Strike
1314,Irae Faycite Shard: Mindrift
1315,Irae Faycite Shard: Mindscythe
1316,Irae Faycite Shard: Mindslash
1317,Irae Faycite Shard: Mindsunder
1318,Irae Faycite Shard: Mojo
1319,Irae Faycite Shard: Mortiferous Wounds
1320,Irae Faycite Shard: Mortification
1321,Irae Faycite Shard: Mourgis' Decay
1322,Irae Faycite Shard: Multichromatic Assault
1323,Irae Faycite Shard: Naeya Venom
1324,Irae Faycite Shard: Naganaga
1325,Irae Faycite Shard: Nak's Maelstrom
1326,Irae Faycite Shard: Narandi's Spear of Venom
1327,Irae Faycite Shard: Natigo's Endemic
1328,Irae Faycite Shard: Nature's Blistering Wrath
1329,Irae Faycite Shard: Nature's Burning Wrath
1330,Irae Faycite Shard: Nature's Fervid Wrath
1331,Irae Faycite Shard: Nature's Fiery Wrath
1332,Irae Faycite Shard: Nature's Incenerating Wrath
1333,Irae Faycite Shard: Nature's Scorching Wrath
1334,Irae Faycite Shard: Nature's Searing Wrath
1335,Irae Faycite Shard: Nature's Withering Wrath
1336,Irae Faycite Shard: Necrotizing Wounds
1337,Irae Faycite Shard: Nectar of Anguish
1338,Irae Faycite Shard: Nectar of Misery
1339,Irae Faycite Shard: Nectar of Rancor
1340,Irae Faycite Shard: Nectar of Sholoth
1341,Irae Faycite Shard: Nectar of Suffering
1342,Irae Faycite Shard: Nectar of Torment
1343,Irae Faycite Shard: Nectar of Woe
1344,Irae Faycite Shard: Nectar of the Slitheren
1345,Irae Faycite Shard: Neemzaq's Endemic
1346,Irae Faycite Shard: Nefarious Blight
1347,Irae Faycite Shard: Neurofreeze
1348,Irae Faycite Shard: Nexona's Spear of Venom
1349,Irae Faycite Shard: Obliterate the Undead
1350,Irae Faycite Shard: Obliterate the Unnatural
1351,Irae Faycite Shard: Oblivion
1352,Irae Faycite Shard: Omorden's Insult
1353,Irae Faycite Shard: Ostracize
1354,Irae Faycite Shard: Paean
1355,Irae Faycite Shard: Pernicious Wounds
1356,Irae Faycite Shard: Pestilent Darkness
1357,Irae Faycite Shard: Phantasmal Assault
1358,Irae Faycite Shard: Phase Spider Blood
1359,Irae Faycite Shard: Plague of Hemofax
1360,Irae Faycite Shard: Plague of Holmein
1361,Irae Faycite Shard: Plague of Iglum
1362,Irae Faycite Shard: Plague of Klonda
1363,Irae Faycite Shard: Plague of Piqiorn
1364,Irae Faycite Shard: Plague of Zlandicar
1365,Irae Faycite Shard: Plague of the Karanas
1366,Irae Faycite Shard: Plexipharia's Pallid Haze
1367,Irae Faycite Shard: Plummeting Hail
1368,Irae Faycite Shard: Plunder Essence
1369,Irae Faycite Shard: Plunging Hail
1370,Irae Faycite Shard: Poantaar's Bite
1371,Irae Faycite Shard: Pocus
1372,Irae Faycite Shard: Polybiad Blood
1373,Irae Faycite Shard: Polybiad Venom
1374,Irae Faycite Shard: Polycascading Assault
1375,Irae Faycite Shard: Polychaotic Assault
1376,Irae Faycite Shard: Polyfluorescent Assault
1377,Irae Faycite Shard: Polyrefractive Assault
1378,Irae Faycite Shard: Provocation for Blood
1379,Irae Faycite Shard: Provoking Shot
1380,Irae Faycite Shard: Pulmonary Grip
1381,Irae Faycite Shard: Pure Wildether
1382,Irae Faycite Shard: Pure Wildflash
1383,Irae Faycite Shard: Pure Wildflash Azia
1384,Irae Faycite Shard: Pure Wildmagic
1385,Irae Faycite Shard: Pure Wildmagic
1386,Irae Faycite Shard: Pure Wildmana
1387,Irae Faycite Shard: Pure Wildscorch IX
1388,Irae Faycite Shard: Pure Wildspark
1389,Irae Faycite Shard: Putrefying Darkness
1390,Irae Faycite Shard: Pyre of Hazarak
1391,Irae Faycite Shard: Pyre of Jorobb
1392,Irae Faycite Shard: Pyre of Klraggek
1393,Irae Faycite Shard: Pyre of Marnek
1394,Irae Faycite Shard: Pyre of Nos
1395,Irae Faycite Shard: Pyre of the Bereft
1396,Irae Faycite Shard: Pyre of the Fereth
1397,Irae Faycite Shard: Pyre of the Forgotten
1398,Irae Faycite Shard: Pyre of the Forsaken
1399,Irae Faycite Shard: Pyre of the Lifeless
1400,Irae Faycite Shard: Pyre of the Lost
1401,Irae Faycite Shard: Pyre of the Piq'a
1402,Irae Faycite Shard: Pyre of the Shadewarden
1403,Irae Faycite Shard: Pyre of the Wretched
1404,Irae Faycite Shard: Pyroclastic Ash
1405,Irae Faycite Shard: Rain of Cutlasses
1406,Irae Faycite Shard: Rain of Knives
1407,Irae Faycite Shard: Rain of Molten Steel
1408,Irae Faycite Shard: Rain of Scimitars
1409,Irae Faycite Shard: Ralstok's Bite
1410,Irae Faycite Shard: Reaping Inferno
1411,Irae Faycite Shard: Reaver's Pyre
1412,Irae Faycite Shard: Rebuke
1413,Irae Faycite Shard: Reef Crawler Blood
1414,Irae Faycite Shard: Reefcrawler Blade Strike
1415,Irae Faycite Shard: Reefmaw's Bite
1416,Irae Faycite Shard: Refute for Blood
1417,Irae Faycite Shard: Remembrance
1418,Irae Faycite Shard: Remonstrance
1419,Irae Faycite Shard: Remonstrate
1420,Irae Faycite Shard: Reprehend
1421,Irae Faycite Shard: Repudiate the Undead
1422,Irae Faycite Shard: Repudiate the Unnatural
1423,Irae Faycite Shard: Repugnant Bargain
1424,Irae Faycite Shard: Requiem
1425,Irae Faycite Shard: Restless Blood
1426,Irae Faycite Shard: Restless Ice Cascade
1427,Irae Faycite Shard: Restless Ice Pillar
1428,Irae Faycite Shard: Restless Lance
1429,Irae Faycite Shard: Restless Roar
1430,Irae Faycite Shard: Restless Wind
1431,Irae Faycite Shard: Ri`zyr's Rain of Venom
1432,Irae Faycite Shard: Ribbon Lightning
1433,Irae Faycite Shard: Rime Cascade
1434,Irae Faycite Shard: Rime and Flashflames
1435,Irae Faycite Shard: Rime-Laced Wind
1436,Irae Faycite Shard: Rimeblast Cascade
1437,Irae Faycite Shard: Rimefall Bite
1438,Irae Faycite Shard: Rirwech's Affliction
1439,Irae Faycite Shard: Roar of Kolos
1440,Irae Faycite Shard: Rolling Lightning
1441,Irae Faycite Shard: Rotmarrow Spear
1442,Irae Faycite Shard: Rotsil's Bite
1443,Irae Faycite Shard: Ruinous Venin
1444,Irae Faycite Shard: Salvo of Many
1445,Irae Faycite Shard: Sanction
1446,Irae Faycite Shard: Sarsez' Bite
