,0
5202,Froststone Scimitar Ornament
5203,Froststone Short Spear Ornament
5204,Froststone Sword Ornament
5205,Froststone Tower Shield Ornament
5206,Froststone Wand Ornament
5207,Froststone War Axe Ornament
5208,Froststone War Fork Ornament
5209,Froststone War Hammer Ornament
5210,Froststone of Health
5211,Frosty Gem of Enhanced Protection
5212,Frosty Marble Sphere of Augmenting
5213,Frozen Avenger Ornament
5214,Frozen Ball Lightning
5215,Frozen Beam of Light
5216,Frozen Crusader Ornament
5217,Frozen Crystalline Eye
5218,Frozen Diamond of Purification
5219,Frozen Fate
5220,Frozen Gem of Fortitude
5221,Frozen Gem of Strength
5222,Frozen Gnome Eye
5223,Frozen Grommet
5224,Frozen Heart of the Snow Spider Queen
5225,Frozen Kodiak Claw
5226,Frozen Lizard Scale
5227,Frozen Malachite
5228,Frozen Malachite
5229,Frozen Orb of the Fabled King
5230,Frozen Orb of the Fabled King
5231,Frozen Orb of the Fabled King
5232,Frozen Orb of the Fabled King
5233,Frozen Orb of the Fabled King
5234,Frozen Piece of the Moon
5235,Frozen Pyrilen Eye
5236,Frozen Sky Stone
5237,Frozen Spider Eye
5238,Frozensky Stone
5239,Gali Vertebra
5240,Gargoyle Sharpening Stone
5241,Gargoyle Skin Shard
5242,Gargoyle's Stone of Vitality
5243,Garment of the Cunning Fox Ornament
5244,Garudon's Scale
5245,Gaudy Rainbow Cutlass Ornament
5246,Gauntlet Stone of Fortitude
5247,Gaze of the Elder Gods Ornament
5248,Gaze of the Griffon
5249,Gearmost Core
5250,Gears of the Mansion
5251,Geartop Gear
5252,Gem Embedded Discord Stone
5253,Gem Embedded Earthbound Stone
5254,Gem Steel Blade Ornament
5255,Gem Steel Bow Ornament
5256,Gem Steel Dagger Ornament
5257,Gem Steel Great Blade Ornament
5258,Gem Steel Shield Ornament
5259,Gem Steel Spear Ornament
5260,Gem Steel Spikefist Ornament
5261,Gem Steel Stave Ornament
5262,Gem Steel War Hammer Ornament
5263,Gem of Bolstered Power
5264,Gem of Bound Voidsouls
5265,Gem of Briar Thorn
5266,Gem of Burning Rage
5267,Gem of Feral Shielding
5268,Gem of Focused Rage
5269,Gem of Judgment
5270,Gem of Peace
5271,Gem of Poisoned Barbs
5272,Gem of Rancor
5273,Gem of Sathir
5274,Gem of Sathir
5275,Gem of Scrykin Magus
5276,Gem of Unnatural Regrowth
5277,Gem of Unnatural Regrowth
5278,Gem of Unwavering Tenacity
5279,Gem of Whirling Auras
5280,Gem of the Chosen Ones
5281,Gem of the Eleventh Defender
5282,Gem of the Eleventh Duelist
5283,Gem of the Eleventh Scholar
5284,Gem of the Eleventh Seer
5285,Gem of the Lifeblood
5286,Gem of the Sky Spirit
5287,Gem of the Spring Wind
5288,Gem of the Thaumatox Shard
5289,Gem of the Thundering Brass
5290,Gem of the Thundering Brass
5291,Gembladed Axe Ornamentation
5292,Gemmed Knucklewraps Ornament
5293,Gemstone of Enhanced Health
5294,Gemstone of Fiery Might
5295,Gemstone of Intellect
5296,Gemstone of Scale
5297,Gemstone of the Callous
5298,Gemstone of the Victorious
5299,Geomantic Compact Chanting Stone
5300,Geomantic Compact's Healing Gem
5301,Geothermal Pumice
5302,Gi of the Howling Dragon Ornament
5303,Giant Skull Shield Ornament
5304,Gilded Defender Ornament
5305,Gingerbread Round Shield Ornament
5306,Glacial Frost Chain Arms Ornament
5307,Glacial Frost Chain Chest Ornament
5308,Glacial Frost Chain Feet Ornament
5309,Glacial Frost Chain Hands Ornament
5310,Glacial Frost Chain Helm Ornament
5311,Glacial Frost Chain Legs Ornament
5312,Glacial Frost Chain Wrist Ornament
5313,Glacial Frost Cloth Arms Ornament
5314,Glacial Frost Cloth Chest Ornament
5315,Glacial Frost Cloth Feet Ornament
5316,Glacial Frost Cloth Hands Ornament
5317,Glacial Frost Cloth Helm Ornament
5318,Glacial Frost Cloth Legs Ornament
5319,Glacial Frost Cloth Robe Ornament
5320,Glacial Frost Cloth Wrist Ornament
5321,Glacial Frost Leather Arms Ornament
5322,Glacial Frost Leather Chest Ornament
5323,Glacial Frost Leather Feet Ornament
5324,Glacial Frost Leather Hands Ornament
5325,Glacial Frost Leather Helm Ornament
5326,Glacial Frost Leather Legs Ornament
5327,Glacial Frost Leather Wrist Ornament
5328,Glacial Frost Plate Arms Ornament
5329,Glacial Frost Plate Chest Ornament
5330,Glacial Frost Plate Feet Ornament
5331,Glacial Frost Plate Hands Ornament
5332,Glacial Frost Plate Helm Ornament
5333,Glacial Frost Plate Legs Ornament
5334,Glacial Frost Plate Wrist Ornament
5335,Glacial Ice of Toughness
5336,Glacial Shadow Ornament
5337,Glacial Stone of Fury
5338,Glass Orb of Consonance
5339,Gleaming Gem of Feshlak
5340,Gleaming Kromzek Insignia
5341,Gleaming Kromzek Insignia
5342,Gleaming Ore of Dark Healing
5343,Gleaming Prism of Destruction
5344,Gleaming Sandstone of Deflection
5345,Gleaming Stone of Ferocity
5346,Gleaming Stone of Vengeance
5347,Glimmering Mind Sphere
5348,Glinting Onyx of Might
5349,Glinting Sunstone
5350,Glistening Oil
5351,Glistening Stone of the Inferno
5352,Glittering Amber Fragment
5353,Glittering Ametrine Garnet
5354,Glittering Ametrine Gemstone
5355,Glittering Demantoid Shard
5356,Glittering Demantoid Stone
5357,Glittering Monofaceted Eye
5358,Glittering Tanzanite Shard
5359,Glittering Tanzanite Stone
5360,Glittering Tsavorite Garnet
5361,Glittering Tsavorite Gemstone
5362,Globe of Convulsion
5363,Globe of the Enforcer
5364,Globe of the Executioner
5365,Globe of the Ocean
5366,Globe of the Slayer
5367,Globule of Goo
5368,Glorbglop
5369,Glorious Spitegem of Allure
5370,Glorious Spitegem of Courage
5371,Glorious Spitegem of Deftness
5372,Glorious Spitegem of Foresight
5373,Glorious Spitegem of Resilience
5374,Glorious Spitegem of Scholarship
5375,Glorious Spitegem of Stability
5376,Glorious Spitegem of Swiftness
5377,Glorious Spitegem of the Beneficent
5378,Glorious Spitegem of the Brute
5379,Glorious Spitegem of the Defender
5380,Glorious Spitegem of the Fulcrum
5381,Glorious Spitegem of the Gallant
5382,Glorious Spitegem of the Hunter
5383,Glorious Spitegem of the Resourceful
5384,Glorious Spitegem of the Sturdy
5385,Glorious Spitegem of the Valiant
5386,Glorious Spitegem of the Vengeful
5387,Glorious Sulstone of Allure
5388,Glorious Sulstone of Courage
5389,Glorious Sulstone of Deftness
5390,Glorious Sulstone of Foresight
5391,Glorious Sulstone of Resilience
5392,Glorious Sulstone of Scholarship
5393,Glorious Sulstone of Stability
5394,Glorious Sulstone of Swiftness
5395,Glorious Sulstone of the Beneficent
5396,Glorious Sulstone of the Bowyer
5397,Glorious Sulstone of the Brawler
5398,Glorious Sulstone of the Brute
5399,Glorious Sulstone of the Compassionate
5400,Glorious Sulstone of the Dagger
5401,Glorious Sulstone of the Defender
5402,Glorious Sulstone of the Elements
5403,Glorious Sulstone of the Fighter
5404,Glorious Sulstone of the Fist
5405,Glorious Sulstone of the Focused
5406,Glorious Sulstone of the Fulcrum
5407,Glorious Sulstone of the Gallant
5408,Glorious Sulstone of the Hunter
5409,Glorious Sulstone of the Knight
5410,Glorious Sulstone of the Resourceful
5411,Glorious Sulstone of the Sturdy
5412,Glorious Sulstone of the Tactician
5413,Glorious Sulstone of the Thoughtful
5414,Glorious Sulstone of the Valiant
5415,Glorious Sulstone of the Vengeful
5416,Glorious Sulstone of the Wizened
5417,Glowing Ametrine Garnet
5418,Glowing Ametrine Gemstone
5419,Glowing Black Diamond
5420,Glowing Black Stone Ornamentation
5421,Glowing Bored Quartzite
5422,Glowing Contuse Quartzite
5423,Glowing Corrupted Quartz
5424,Glowing Corrupted Quartzite
5425,Glowing Crystal of Endowments
5426,Glowing Demantoid Shard
5427,Glowing Demantoid Stone
5428,Glowing Dyadic Quartz
5429,Glowing Dyadic Quartzite
5430,Glowing Emerald
5431,Glowing Emerald
5432,Glowing Emerald
5433,Glowing Emerald
5434,Glowing Emerald
5435,Glowing Emerald
5436,Glowing Emerald
5437,Glowing Emerald
5438,Glowing Emerald
5439,Glowing Emerald
5440,Glowing Emerald
5441,Glowing Eternal Shard
5442,Glowing Fine Steel Sword Ornament
5443,Glowing Gem of Enhanced Protection
5444,Glowing Gem of Stone
5445,Glowing Gilded Frosted Steel Longbow Ornament
5446,Glowing Gilded Steel Longbow Ornament
5447,Glowing Golden Lion Buckler Ornament
5448,Glowing Jasper of Apathy
5449,Glowing Jolted Quartzite
5450,Glowing Lena Fete Rune
5451,Glowing Metal Bearing
5452,Glowing Mystical Infuser
5453,Glowing Nose Ornament
5454,Glowing Ore of Rapid Thought
5455,Glowing Ornate Stone Kite Shield Ornament
5456,Glowing Permafrost
5457,Glowing Prism of Brawling
5458,Glowing Red Gem of Vengeance
5459,Glowing Remnant of Creation
5460,Glowing Sandstone of Focus
5461,Glowing Sapphire of Courage
5462,Glowing Seafarer's Club Ornament
5463,Glowing Seafarer's Deathward Ornament
5464,Glowing Seafarer's Dirk Ornament
5465,Glowing Seafarer's Guard Ornament
5466,Glowing Seafarer's Hand Axe Ornament
5467,Glowing Seafarer's Kris Ornament
5468,Glowing Seafarer's Longbow Ornament
5469,Glowing Seafarer's Mace Ornament
5470,Glowing Seafarer's Marlinspike Ornament
5471,Glowing Seafarer's Rapier Ornament
5472,Glowing Seafarer's Sabre Ornament
5473,Glowing Seafarer's Scimitar Ornament
5474,Glowing Seafarer's Sextant Ornament
5475,Glowing Seafarer's Short Spear Ornament
5476,Glowing Seafarer's Shortbow Ornament
5477,Glowing Seafarer's Shortsword Ornament
5478,Glowing Seafarer's Wand Ornament
5479,Glowing Sol`Dal Axe Ornament
5480,Glowing Sol`Dal Buckler Ornament
5481,Glowing Sol`Dal Cestus Ornament
5482,Glowing Sol`Dal Crest Ornament
5483,Glowing Sol`Dal Dirk Ornament
5484,Glowing Sol`Dal Hammer Ornament
5485,Glowing Sol`Dal Hand Axe Ornament
5486,Glowing Sol`Dal Kite Shield Ornament
5487,Glowing Sol`Dal Kris Ornament
5488,Glowing Sol`Dal Long Spear Ornament
5489,Glowing Sol`Dal Longbow Ornament
5490,Glowing Sol`Dal Longsword Ornament
5491,Glowing Sol`Dal Mace Ornament
5492,Glowing Sol`Dal Rapier Ornament
5493,Glowing Sol`Dal Sabre Ornament
5494,Glowing Sol`Dal Sceptre Ornament
5495,Glowing Sol`Dal Scimitar Ornament
5496,Glowing Sol`Dal Short Spear Ornament
5497,Glowing Sol`Dal Shortbow Ornament
5498,Glowing Sol`Dal Shortsword Ornament
5499,Glowing Sol`Dal Staff Ornament
5500,Glowing Sol`Dal Truncheon Ornament
5501,Glowing Sol`Dal Wand Ornament
5502,Glowing Stone of Agility
5503,Glowing Stone of Frozen Slime
5504,Glowing Stone of Precision
5505,Glowing Stone of Regeneration
5506,Glowing Struck Quartzite
5507,Glowing Tanzanite Shard
5508,Glowing Tanzanite Stone
5509,Glowing Untempered Quartzite
5510,Glyph of Souls
5511,Glyphed Kyv Heart
5512,Glyphed Petrified Dragon Eye
5513,Glyphed Sandstone
5514,Glyphed Sandstone of Idealism
5515,Glyphed Stone of Animosity
5516,Glyphed Stone of Defense
5517,Gnarled Shard of Torment
5518,Gnarlibramble's Heart
5519,Gnoll's Gnawbone
5520,GnomeSmasher Ornament
5521,Gnomework Gaskets
5522,Gnomework Metabolizer
5523,Gnomish Utility Shield Ornament
5524,Gold Dragon Scale
5525,Gold Plated Contact Spring Model I
5526,Gold Plated Contact Spring Model II
5527,Gold Plated Contact Spring Model III
5528,Gold Plated Contact Spring Model IV
5529,Gold Plated Contact Spring Model IX
5530,Gold Plated Contact Spring Model V
5531,Gold Plated Contact Spring Model VI
5532,Gold Plated Contact Spring Model VII
5533,Gold Plated Contact Spring Model VIII
5534,Gold Plated Contact Spring Model X
5535,Gold Plated Contact Spring Model XI
5536,Gold Plated Contact Spring Model XII
5537,Gold Plated Contact Spring Model XIII
5538,Gold Plated Contact Spring Model XIV
5539,Gold Plated Contact Spring Model XIX
5540,Gold Plated Contact Spring Model XL
5541,Gold Plated Contact Spring Model XLI
5542,Gold Plated Contact Spring Model XLII
5543,Gold Plated Contact Spring Model XLIII
5544,Gold Plated Contact Spring Model XV
5545,Gold Plated Contact Spring Model XVI
5546,Gold Plated Contact Spring Model XVII
5547,Gold Plated Contact Spring Model XVIII
5548,Gold Plated Contact Spring Model XX
5549,Gold Plated Contact Spring Model XXI
5550,Gold Plated Contact Spring Model XXII
5551,Gold Plated Contact Spring Model XXIX
5552,Gold Plated Contact Spring Model XXVII
5553,Gold Plated Contact Spring Model XXVIII
5554,Gold Plated Contact Spring Model XXX
5555,Gold Plated Contact Spring Model XXXI
5556,Gold Plated Contact Spring Model XXXII
5557,Gold Plated Contact Spring Model XXXIII
5558,Gold Plated Contact Spring Model XXXIV
5559,Gold Plated Contact Spring Model XXXIX
5560,Gold Plated Contact Spring Model XXXV
5561,Gold Plated Contact Spring Model XXXVI
5562,Gold Plated Contact Spring Model XXXVII
5563,Gold Plated Contact Spring Model XXXVIII
5564,Gold Plated Spiked Gear Model I
5565,Gold Plated Spiked Gear Model II
5566,Gold Plated Spiked Gear Model III
5567,Gold Plated Spiked Gear Model IV
5568,Gold Plated Spiked Gear Model IX
5569,Gold Plated Spiked Gear Model V
5570,Gold Plated Spiked Gear Model VI
5571,Gold Plated Spiked Gear Model VII
5572,Gold Plated Spiked Gear Model VIII
5573,Gold Plated Spiked Gear Model X
5574,Gold Plated Spiked Gear Model XI
5575,Gold Plated Spiked Gear Model XII
5576,Gold Plated Spiked Gear Model XIII
5577,Gold Plated Spiked Gear Model XIV
5578,Gold Trim Black Iron Shield Ornament
5579,Gold-Flecked Crystal of Negation
5580,Golden Crested Coldain Historical Seal
5581,Golden Hero Chain Arms Ornament
5582,Golden Hero Chain Chest Ornament
5583,Golden Hero Chain Feet Ornament
5584,Golden Hero Chain Hands Ornament
5585,Golden Hero Chain Helm Ornament
5586,Golden Hero Chain Legs Ornament
5587,Golden Hero Chain Wrist Ornament
5588,Golden Hero Cloth Arms Ornament
5589,Golden Hero Cloth Chest Ornament
5590,Golden Hero Cloth Feet Ornament
5591,Golden Hero Cloth Hands Ornament
5592,Golden Hero Cloth Helm Ornament
5593,Golden Hero Cloth Legs Ornament
5594,Golden Hero Cloth Wrist Ornament
5595,Golden Hero Leather Arms Ornament
5596,Golden Hero Leather Chest Ornament
5597,Golden Hero Leather Feet Ornament
5598,Golden Hero Leather Hands Ornament
5599,Golden Hero Leather Helm Ornament
5600,Golden Hero Leather Legs Ornament
5601,Golden Hero Leather Wrist Ornament
5602,Golden Hero Plate Arms Ornament
5603,Golden Hero Plate Chest Ornament
5604,Golden Hero Plate Feet Ornament
5605,Golden Hero Plate Hands Ornament
5606,Golden Hero Plate Helm Ornament
5607,Golden Hero Plate Legs Ornament
5608,Golden Hero Plate Wrist Ornament
5609,Golden Nugget of the Eleventh Hour
5610,Golden Ore
5611,Golden Shardstone
5612,Golden Stone of War
5613,Golem Heartstone
5614,Goo-Covered Tombstone Shard
5615,Gore-Covered Tombstone Shard
5616,Gorespray Ornament
5617,Gornin's Totemic Defender Ornament
5618,Goru's Trinket of Fidelity
5619,Goru`kar Finger Bone
5620,Gory Crypt Stone of Strength
5621,Grainy Permafrost of Maiming
5622,Grainy Sandstone of Clarity
5623,Granite Pebble of Tranquility
5624,Gravel of the Sacred Temple
5625,Gravestone Fragment of Battle Mastery
5626,Gravestone Fragment of Flailing Dead
5627,Gravestone Fragment of Protection
5628,Gravestone of Aggression
5629,Gravestone of Dire Melodies
5630,Gray Gemstone of Knowledge
5631,Gray Magnetite of Ingenuity
5632,Gray Wolf Hat Ornament
5633,Graycloud Gem of Health
5634,Graywood Hunter's Stone
5635,Great Axe Ornament of the Void
5636,Great Axe Ornamentation of the Void
5637,Great Axe of Twin Flames Ornamentation
5638,Great Axe of the Harvest Ornament
5639,Great Blade of Bones Ornament
5640,Great Blade of Bones Ornamentation
5641,Great Bow of Sandwich Ornament
5642,Great Sword of Avanish Ornament
5643,Great Sword of Avanish Ornamentation
5644,Greataxe of Rebellion Ornament
5645,Greater Bored Quartzite
5646,Greater Coldain Historical Seal
5647,Greater Contuse Quartzite
5648,Greater Corathus Shard of Health
5649,Greater Corathus Shard of Power
5650,Greater Corrupted Quartz
5651,Greater Corrupted Quartzite
5652,Greater Dream Delver's Stone
5653,Greater Dyadic Quartz
5654,Greater Dyadic Quartzite
5655,Greater Gem of Sathir
5656,Greater Jolted Quartzite
5657,Greater Mind Schism Stone
5658,Greater Scaled Jewel
5659,Greater Stone of Might
5660,Greater Stone of Power
5661,Greater Struck Quartzite
5662,Greater Untempered Quartzite
5663,Greatmace of Flowing Blood
5664,Greatmaul of the Prismatic Flight Ornament
5665,Greatstaff of Rebellion Ornament
5666,Greatstaff of the Four Winds Ornamentation
5667,Greatsword of Rebellion Ornament
5668,Green Crystallized Essence
5669,Green Crystallos Stone
5670,Green Dragon Scale
5671,Green Fire Phosphorus
5672,Green Fire Phosphorus
5673,Green Glory
5674,Green Hued Gemstone
5675,Green Hued Gemstone
5676,Green Hued Gemstone
5677,Green Hued Gemstone
5678,Green Leaf Wizard Hat Ornament
5679,Green Microcline Shard of Health
5680,Green Santug Cap Ornament
5681,Green Shard of Might
5682,Green Stone of Efficaciousness
5683,Green Stone of Power
5684,Greenish Magnetite of Immunity
5685,Greken Goldstone
5686,Grey Crystallos Stone
5687,Grey Stone of Potency
5688,Griffin Sword Ornament
5689,Grim Memento
5690,Grim Memento
5691,Grim Nightmares Mace Ornament
5692,Grim Nightmares Shield Ornament
5693,Grim Nightmares Staff Ornament
5694,Grim Nightmares Sword Ornament
5695,Grimskull Ornament
5696,Grimy Stone of the Slothlord
5697,Grimy Worm Gear Model IV
5698,Grizzly Bear Hat Ornament
5699,Ground Healer's Stone
5700,Ground Healer's Stone
5701,Ground Murkglider Eyes
5702,Growth
5703,Growth
5704,Growth
5705,Growth Procs
5706,Growth Procs
5707,Growth Procs
5708,Growth Procs
5709,Growth Procs
5710,Growth Procs
5711,Growth Procs
5712,Growth Procs
5713,Growth Procs
5714,Growth Procs
5715,Growth Procs
5716,Growth Procs
5717,Growth Procs
5718,Growth Procs
5719,Growth Procs
5720,Growth Procs
5721,Grubson's Signet
5722,Guard of the Fallen Dragon Ornament
5723,Guard of the Fallen Dragon Ornamentation
5724,Guard of the Ocean Ornament
5725,Guard of the Vermilion Dragon Ornament
5726,Guard of the Vermilion Dragon Ornamentation
5727,Guardian Ornament
5728,Guardian Underfoot Gem
5729,Guardian's Stone of Enhanced Protection
5730,Guise of the Blazing Dawn Ornament
5731,Guktan Battle Staff Ornamentation
5732,Guktan Great Machete Ornamentation
5733,Guktan Machete Ornamentation
5734,Guktan Skull Fist Ornamentation
5735,Guktan Spear Ornamentation
5736,Guktan Twinblade Ornamentation
5737,Guktan War Club Ornamentation
5738,Gullerback's Jawbone
5739,Gypsum Flake of Improvement
5740,Hacksword Ornament
5741,Hagorn's Gem of Fortification
5742,Hakama Kimono Ornament
5743,Half-Moon Cut Alaris Gemstone
5744,Half-Moon Cut Energized Gemstone
5745,Half-Moon Cut Goshenite
5746,Half-Moon Cut Harmonagate
5747,Half-Moon Cut Miragestone
5748,Half-Moon Cut Prestidigitase
5749,Half-Moon Cut Staurolite
5750,Half-Moon Cut Taaffeite
5751,Half-Moon Cut Underfoot Diamond
5752,Hammer Ornament of the Void
5753,Hammer Ornamentation of the Void
5754,Hammer of Bones Ornament
5755,Hammer of Bones Ornamentation
5756,Handful of the Patch Guardian's Straw
5757,Happy Stone
5758,Hardened Coalstone of Purity
5759,Hardened Destiny
5760,Hardened Dragon's Tear
5761,Hardened Mindstorm Oil
5762,Hardened Sessiloid Tear
5763,Hardened Slate of Protection
5764,Hardened Steel Output Gear
5765,Hardened Steel Spur
5766,Hardened Steel Spur
5767,Harell's Dark Flame
5768,Harlan's Heater Ornament
5769,Harlan's Jackquette Ornament
5770,Harmony of the Soul Ornamentation
5771,Harpy Fury
5772,Harpy Powerstone
5773,Hateful Eye
5774,Hateful Luck Stone
5775,Hatred
5776,Hatred
5777,Hatred Procs
5778,Hatred Procs
5779,Hatred Procs
5780,Haunted Kithicor Shield Ornament
5781,Haunting Nightmares Mace Ornament
5782,Haunting Nightmares Shield Ornament
5783,Haunting Nightmares Staff Ornament
5784,Haunting Nightmares Sword Ornament
5785,Healer's Greenstone
5786,Healthy Cocoon Silk
5787,Heart Shield Ornamentation
5788,Heart of Darkhollow Wilds
5789,Heart of Ice
5790,Heart of Rot
5791,Heart of the Beast
5792,Heart of the Elddar Forest
5793,Heart of the Sky
5794,Heart of the Tyrannosaurus
5795,Heart-Etched Discord Stone
5796,Heartfelt Bow Ornamentation
5797,Heartwood Blade Ornamentation
5798,Heartwood Splinter
5799,Heated Desert Emerald Fragment
5800,Heated Shard of Protection
5801,Heatstone of Memory
5802,Heavy Spiked Rubicite Hammer Ornament
5803,Helm of the Evil Eye Ornament
5804,Helping Hand
5805,Herald's Glyph
5806,Heretic Runeword
5807,Hero's Calling
5808,Hero's Forge Chain Arms Ornament
5809,Hero's Forge Chain Chest Ornament
5810,Hero's Forge Chain Feet Ornament
5811,Hero's Forge Chain Hands Ornament
5812,Hero's Forge Chain Helm Ornament
5813,Hero's Forge Chain Legs Ornament
5814,Hero's Forge Chain Wrist Ornament
5815,Hero's Forge Cloth Arms Ornament
5816,Hero's Forge Cloth Chest Ornament
5817,Hero's Forge Cloth Feet Ornament
5818,Hero's Forge Cloth Hands Ornament
5819,Hero's Forge Cloth Helm Ornament
5820,Hero's Forge Cloth Legs Ornament
5821,Hero's Forge Cloth Robe Ornament
5822,Hero's Forge Cloth Wrist Ornament
5823,Hero's Forge Floppy Wizard Hat Ornament
5824,Hero's Forge Leather Arms Ornament
5825,Hero's Forge Leather Chest Ornament
5826,Hero's Forge Leather Feet Ornament
5827,Hero's Forge Leather Hands Ornament
5828,Hero's Forge Leather Helm Ornament
5829,Hero's Forge Leather Legs Ornament
5830,Hero's Forge Leather Wrist Ornament
5831,Hero's Forge Plate Arms Ornament
5832,Hero's Forge Plate Chest Ornament
5833,Hero's Forge Plate Feet Ornament
5834,Hero's Forge Plate Hands Ornament
5835,Hero's Forge Plate Helm Ornament
5836,Hero's Forge Plate Legs Ornament
5837,Hero's Forge Plate Wrist Ornament
5838,Hero's Forge Pointy Wizard Hat Ornament
5839,Hero's Promise
5840,Heroic Algid Ice Cube
5841,Heroic Algid Ice Cube
5842,Heroic Algid Ice Cube
5843,Heroic Bleakburn Goo
5844,Heroic Bleakburn Goo
5845,Heroic Bleakburn Goo
5846,Heroic Bleakburn Goo
5847,Heroic Bleakburn Goo
5848,Heroic Bloodbound Ruby
5849,Heroic Bloodbound Ruby
5850,Heroic Bloodbound Ruby
5851,Heroic Bloodbound Ruby
5852,Heroic Bloodbound Ruby
5853,Heroic Chip of Hardened Clay
5854,Heroic Chip of Hardened Clay
5855,Heroic Chip of Hardened Clay
5856,Heroic Chip of Hardened Clay
5857,Heroic Chip of Hardened Clay
5858,Heroic Cliknar Eye
5859,Heroic Cliknar Eye
5860,Heroic Cliknar Eye
5861,Heroic Cliknar Eye
5862,Heroic Cliknar Eye
5863,Heroic Crystalline Tear
5864,Heroic Crystalline Tear
5865,Heroic Crystalline Tear
5866,Heroic Crystalline Tear
5867,Heroic Crystalline Tear
5868,Heroic Echoing Shriek
5869,Heroic Echoing Shriek
5870,Heroic Echoing Shriek
5871,Heroic Echoing Shriek
5872,Heroic Echoing Shriek
5873,Heroic Empowered Boneshards
5874,Heroic Empowered Boneshards
5875,Heroic Empowered Boneshards
5876,Heroic Essence Scour
5877,Heroic Essence Scour
5878,Heroic Essence Scour
5879,Heroic Everburning Jewel
5880,Heroic Eye of Conquest
5881,Heroic Eye of Conquest
5882,Heroic Eye of Conquest
5883,Heroic Eye of the Firebug
5884,Heroic Eye of the Firebug
5885,Heroic Eye of the Firebug
5886,Heroic Eye of the Serpent
5887,Heroic Eye of the Serpent
5888,Heroic Eye of the Serpent
5889,Heroic Eye of the Serpent
5890,Heroic Eye of the Serpent
5891,Heroic Facet of the Siren
5892,Heroic Facet of the Siren
5893,Heroic Facet of the Siren
5894,Heroic Flame Alchemist's Jewel
5895,Heroic Flame Alchemist's Jewel
5896,Heroic Flame Alchemist's Jewel
5897,Heroic Flame Alchemist's Jewel
5898,Heroic Flame Alchemist's Jewel
5899,Heroic Gem of the Leviathan
5900,Heroic Golden Ore
5901,Heroic Golden Ore
5902,Heroic Golden Ore
5903,Heroic Golden Ore
5904,Heroic Golden Ore
5905,Heroic Golem Heart
5906,Heroic Icy Heart
5907,Heroic Icy Heart
5908,Heroic Icy Heart
5909,Heroic Incarnadine Gemstone
5910,Heroic Incarnadine Gemstone
5911,Heroic Incarnadine Gemstone
5912,Heroic Incarnadine Gemstone
5913,Heroic Incarnadine Gemstone
5914,Heroic Jewel of the Self
5915,Heroic Jewel of the Self
5916,Heroic Jewel of the Self
5917,Heroic Lavasource
5918,Heroic Lump of Felsic Lava
5919,Heroic Lump of Felsic Lava
5920,Heroic Lump of Felsic Lava
5921,Heroic Lump of Felsic Lava
5922,Heroic Lump of Felsic Lava
5923,Heroic Mold-Covered Stone
5924,Heroic Mold-Covered Stone
5925,Heroic Mold-Covered Stone
5926,Heroic Obsidianite Spar
5927,Heroic Obsidianite Spar
5928,Heroic Obsidianite Spar
5929,Heroic Obsidianite Spar
5930,Heroic Obsidianite Spar
5931,Heroic Pewter Teardrop
5932,Heroic Prismatic Gemstone
5933,Heroic Protective Scales
5934,Heroic Protective Scales
5935,Heroic Protective Scales
5936,Heroic Protective Scales
5937,Heroic Protective Scales
5938,Heroic Rock Guardian Shard
5939,Heroic Rock Guardian Shard
5940,Heroic Rock Guardian Shard
5941,Heroic Rock Guardian Shard
5942,Heroic Rock Guardian Shard
5943,Heroic Rockomancy Diamond
5944,Heroic Rockomancy Diamond
5945,Heroic Rockomancy Diamond
5946,Heroic Rockomancy Diamond
5947,Heroic Rockomancy Diamond
5948,Heroic Shard of Pain
5949,Heroic Shard of Pain
5950,Heroic Shard of Pain
5951,Heroic Signet of Devotion
5952,Heroic Signet of Devotion
5953,Heroic Signet of Devotion
5954,Heroic Soothsayer's Eye
5955,Heroic Soothsayer's Eye
5956,Heroic Soothsayer's Eye
5957,Heroic Soothsayer's Eye
5958,Heroic Soothsayer's Eye
5959,Heroic Sporali Skin
5960,Heroic Sporali Skin
5961,Heroic Sporali Skin
5962,Heroic Stone of the Sovereign
5963,Heroic Stone of the Sovereign
5964,Heroic Stone of the Sovereign
5965,Heroic Tarnished Stone
5966,Heroic Tarnished Stone
5967,Heroic Tarnished Stone
5968,Heroic Timeless Stone
5969,Heroic Timeless Stone
5970,Heroic Timeless Stone
5971,Heroic Workmaster's Horn
5972,Heroic Workmaster's Horn
5973,Heroic Workmaster's Horn
5974,Heyokah Shard of the Ancients
5975,High Priest Riwirn's Rejuvenating Pebble
5976,Hive Defender's Orb of Stinging Fury
5977,Hive Ooze
5978,Hive Worker's Orb of Health
5979,Hivegrime Stone of Avoidance
5980,Hivegrime Stone of Cunning
5981,Hivegrime Stone of Deflecting
5982,Hivegrime Stone of Faith
5983,Hivegrime Stone of Fury
5984,Hivegrime Stone of Gracefulness
5985,Hivegrime Stone of Health
5986,Hivegrime Stone of Musing
5987,Hivegrime Stone of Nullification
5988,Hivegrime Stone of Spirit
5989,Hivegrime Stone of Stamina
5990,Hivegrime Stone of Swiftness
5991,Hivegrime Stone of Thinking
5992,Hivegrime Stone of Vitality
5993,Hivegrime Stone of Warding
5994,Hivegrime Stone of Willpower
5995,Hiw`Bin Rune
5996,Hiw`Hal Rune
5997,Hiw`Ilk Rune
5998,Hiw`Vec Rune
